state,year,ekey,next_ekey,ac,AC_TYPE,party,cand,share,margin,won,party_wins_next,cand_wins_next,ran_again
Kerala,1991,1991.06,1996.06,NORTH WYNAD,ST,INC,K RAGHAVAN MASTER,0.5056919653992358,0.07517784274012512,1,1,0,0
Kerala,1991,1991.06,1996.06,NORTH WYNAD,ST,CPM,K C KUNIHARAMAN,0.43051412265911065,-0.07517784274012512,0,0,0,0
Kerala,1991,1991.06,1996.06,BADAGARA,GEN,JD,K CHANDRASEKHARAN,0.5193835467766442,0.10839157803342736,1,1,0,0
Kerala,1991,1991.06,1996.06,BADAGARA,GEN,INC,K C ABU,0.41099196874321686,-0.10839157803342736,0,0,0,0
Kerala,1991,1991.06,1996.06,NADAPURAM,GEN,CPI,SATYYAN MOKERI,0.5172078201705279,0.06567909740763067,1,1,0,0
Kerala,1991,1991.06,1996.06,NADAPURAM,GEN,MUL,P SHADULI,0.45152872276289724,-0.06567909740763067,0,0,0,0
Kerala,1991,1991.06,1996.06,MEPPAYUR,GEN,CPM,A KANARAN,0.5061356875872656,0.08086099090270493,1,1,1,1
Kerala,1991,1991.06,1996.06,MEPPAYUR,GEN,INC,KADAMERI BALAKRISHNAN,0.42527469668456064,-0.08086099090270493,0,0,0,0
Kerala,1991,1991.06,1996.06,QUILANDY,GEN,INC,M T PADMA,0.47317199495434686,0.02090938708680362,1,0,0,0
Kerala,1991,1991.06,1996.06,QUILANDY,GEN,CPI,C KUNHAMED,0.45226260786754324,-0.02090938708680362,0,0,0,0
Kerala,1991,1991.06,1996.06,PERAMBRA,GEN,CPM,N K RADHA,0.49566342824486503,0.03711298618348069,1,1,1,1
Kerala,1991,1991.06,1996.06,PERAMBRA,GEN,KEC,K A DEVASSIA,0.45855044206138434,-0.03711298618348069,0,0,0,0
Kerala,1991,1991.06,1996.06,BALUSSERI,GEN,ICS(SCS),A C SHANMUKHADAS,0.49521490458123335,0.09166241954055532,1,0,1,1
Kerala,1991,1991.06,1996.06,BALUSSERI,GEN,INC,P SHANKARAN,0.40355248504067803,-0.09166241954055532,0,0,0,0
Kerala,1991,1991.06,1996.06,KODUVALLY,GEN,MUL,P V MOHAMMED,0.46237970253718286,0.003553127287660496,1,1,0,0
Kerala,1991,1991.06,1996.06,KODUVALLY,GEN,JD,C MOHASIN,0.45882657524952236,-0.003553127287660496,0,0,0,0
Kerala,1991,1991.06,1996.06,CALICUT I,GEN,INC,A SUJANA PAL,0.486905231486153,0.034491299202847325,1,0,0,0
Kerala,1991,1991.06,1996.06,CALICUT I,GEN,CPM,M DASAN,0.4524139322833057,-0.034491299202847325,0,1,1,1
Kerala,1991,1991.06,1996.06,CALICUT II,GEN,MUL,M K MUNEER,0.49216695574329994,0.03620917958186465,1,0,0,0
Kerala,1991,1991.06,1996.06,CALICUT II,GEN,CPM,C P KUNHU,0.4559577761614353,-0.03620917958186465,0,1,0,0
Kerala,1991,1991.06,1996.06,BEYPORE,GEN,CPM,T K HAMZA,0.5210219947650115,0.04899011602922221,1,1,1,1
Kerala,1991,1991.06,1996.06,BEYPORE,GEN,IND,K MADHAVAN KUTTY,0.47203187873578933,-0.04899011602922221,0,0,0,0
Kerala,1991,1991.06,1996.06,KUNNAMANGALAM,SC,CPM,C P BALAN VUDIAR,0.46210339643008597,0.011160800339257482,1,1,0,0
Kerala,1991,1991.06,1996.06,KUNNAMANGALAM,SC,INC,A BALARAM,0.4509425960908285,-0.011160800339257482,0,0,0,0
Kerala,1991,1991.06,1996.06,THIRUVAMBADI,GEN,MUL,A V ABDURAHIMANHAT,0.5038958203059087,0.060566357978739216,1,1,0,0
Kerala,1991,1991.06,1996.06,THIRUVAMBADI,GEN,ICS(SCS),CYRIAC JOHN,0.4433294623271695,-0.060566357978739216,0,0,0,1
Kerala,1991,1991.06,1996.06,KALPETTA,GEN,INC,K K RAMACHANDRAN MASTER,0.48157125986698984,0.039281496674746674,1,1,0,0
Kerala,1991,1991.06,1996.06,KALPETTA,GEN,JD,K K HEMZA,0.44228976319224317,-0.039281496674746674,0,0,0,0
Kerala,1991,1991.06,1996.06,SULTAN,GEN,INC,K C ROSAKUTTY,0.47462691908528076,0.022420642021257597,1,0,0,0
Kerala,1991,1991.06,1996.06,SULTAN,GEN,CPM,VARGHESE VAIDYAR,0.45220627706402317,-0.022420642021257597,0,1,1,1
Kerala,1991,1991.06,1996.06,WANDOOR,SC,INC,PANDALAM SUDHAKARAN,0.513042470147235,0.07337597093944431,1,0,0,1
Kerala,1991,1991.06,1996.06,WANDOOR,SC,CPM,KUNNATH VELAYUDHAN,0.4396664992077907,-0.07337597093944431,0,1,0,0
Kerala,1991,1991.06,1996.06,NILAMBUR,GEN,INC,ARYADAN MUHAMMED,0.5066343177444993,0.06428511670710285,1,1,1,1
Kerala,1991,1991.06,1996.06,NILAMBUR,GEN,IND,K ABDURAHIMAN MASTER,0.44234920103739644,-0.06428511670710285,0,0,0,0
Kerala,1991,1991.06,1996.06,MANJERI,GEN,MUL,ISHAQUE KURIKKAL,0.5842984409799554,0.227080380643855,1,1,1,1
Kerala,1991,1991.06,1996.06,MANJERI,GEN,JD,K P MOHAMMED,0.35721806033610043,-0.227080380643855,0,0,0,0
Kerala,1991,1991.06,1996.06,MALAPPURAM,GEN,MUL,YOONUS KUNJU,0.633754876214273,0.3455929221590474,1,1,0,0
Kerala,1991,1991.06,1996.06,MALAPPURAM,GEN,ICS(SCS),SEBASTIAN J KALOOR,0.28816195405522554,-0.3455929221590474,0,0,0,0
Kerala,1991,1991.06,1996.06,KONDOTTY,GEN,MUL,K ABU,0.5637008448941274,0.21762803796808172,1,1,0,0
Kerala,1991,1991.06,1996.06,KONDOTTY,GEN,JD,MADATHIL MOHAMMEDAJI,0.3460728069260457,-0.21762803796808172,0,0,0,0
Kerala,1991,1991.06,1996.06,TIRURANGADI,GEN,MUL,V A BEERAN SAHIB,0.5551662924254359,0.22574387792290246,1,1,0,0
Kerala,1991,1991.06,1996.06,TIRURANGADI,GEN,CPI,M RAHMATHULLA,0.32942241450253346,-0.22574387792290246,0,0,0,0
Kerala,1991,1991.06,1996.06,TANUR,GEN,MUL,P SEETHI HAJI,0.6092184368737475,0.33203586660500495,1,1,0,0
Kerala,1991,1991.06,1996.06,TANUR,GEN,CPM,M MOHAMED MASTER,0.2771825702687426,-0.33203586660500495,0,0,0,0
Kerala,1991,1991.06,1996.06,TIRUR,GEN,MUL,E T MOHAMED BASHEER,0.5054309099662976,0.12041405873856525,1,1,1,1
Kerala,1991,1991.06,1996.06,TIRUR,GEN,ICS(SCS),KURUIYAN SYED,0.3850168512277323,-0.12041405873856525,0,0,0,0
Kerala,1991,1991.06,1996.06,PONNANI,GEN,CPM,E K IMBICHIBAVA,0.49552394938542316,0.05113762095395197,1,1,0,0
Kerala,1991,1991.06,1996.06,PONNANI,GEN,INC,P T MOHANKRISHNAN,0.4443863284314712,-0.05113762095395197,0,0,0,0
Kerala,1991,1991.06,1996.06,KUTTIPPURAM,GEN,MUL,P K KUNHALIKUTTY,0.6164637665228503,0.3067685289510566,1,1,1,1
Kerala,1991,1991.06,1996.06,KUTTIPPURAM,GEN,CPM,V P SAKKARIYA,0.3096952375717937,-0.3067685289510566,0,0,0,0
Kerala,1991,1991.06,1996.06,MANKADA,GEN,MUL,K P A MAJEED,0.5015737062071101,0.06150353438935041,1,1,0,0
Kerala,1991,1991.06,1996.06,MANKADA,GEN,CPM,K UMMER MASTER,0.44007017181775965,-0.06150353438935041,0,0,0,0
Kerala,1991,1991.06,1996.06,PERINTHALMANNA,GEN,MUL,SOOPPY NALAKATH,0.5098818683851931,0.07109412620513716,1,1,0,0
Kerala,1991,1991.06,1996.06,PERINTHALMANNA,GEN,IND,M M MUSTAFA,0.43878774218005595,-0.07109412620513716,0,0,0,0
Kerala,1991,1991.06,1996.06,THRITHALA,SC,CPM,E SANKARAN,0.4895231635064811,0.05919386122033682,1,1,0,0
Kerala,1991,1991.06,1996.06,THRITHALA,SC,MUL,K P RAMAN MASTER,0.4303293022861443,-0.05919386122033682,0,0,0,0
Kerala,1991,1991.06,1996.06,PATTAMBI,GEN,CPI,K E ESMAIL,0.485371997984661,0.041090522308682764,1,1,0,0
Kerala,1991,1991.06,1996.06,PATTAMBI,GEN,INC,LEELA DAMODARA MEMON,0.44428147567597825,-0.041090522308682764,0,0,0,0
Kerala,1991,1991.06,1996.06,OTTAPALAM,GEN,ICS(SCS),V C KABEER MASTER,0.49064503917497393,0.04898305668039421,1,0,0,0
Kerala,1991,1991.06,1996.06,OTTAPALAM,GEN,INC,K SANKARANARAYANAN,0.4416619824945797,-0.04898305668039421,0,0,0,0
Kerala,1991,1991.06,1996.06,SREEKRISHNAPURAM,GEN,INC,P BALAN,0.4869173355865371,0.01594141670187299,1,0,0,1
Kerala,1991,1991.06,1996.06,SREEKRISHNAPURAM,GEN,CPM,E M SREEDHARAN,0.4709759188846641,-0.01594141670187299,0,1,0,0
Kerala,1991,1991.06,1996.06,MANNARKKAD,GEN,MUL,KALLADI MOHAMMED,0.5022697402149495,0.041666278278539526,1,0,0,1
Kerala,1991,1991.06,1996.06,MANNARKKAD,GEN,CPI,P KUMARAN,0.46060346193641,-0.041666278278539526,0,1,0,0
Kerala,1991,1991.06,1996.06,MALAMPUZHA,GEN,CPM,T SIVADASA MENON,0.553326374773389,0.19767071361863425,1,1,1,1
Kerala,1991,1991.06,1996.06,MALAMPUZHA,GEN,CPM(K),V KRISHNADAS,0.3556556611547547,-0.19767071361863425,0,0,0,0
Kerala,1991,1991.06,1996.06,PALGHAT,GEN,INC,C M SUNDARAM,0.45086239730126776,0.03816312095326191,1,0,0,1
Kerala,1991,1991.06,1996.06,PALGHAT,GEN,CPM,M S GOPALAKIRSHNAN,0.41269927634800585,-0.03816312095326191,0,1,0,0
Kerala,1991,1991.06,1996.06,CHITTUR,GEN,JD,K KRISHNANKUTTY,0.5008792745455316,0.032956904953599764,1,0,0,0
Kerala,1991,1991.06,1996.06,CHITTUR,GEN,INC,K A CHANDRAN,0.46792236959193184,-0.032956904953599764,0,1,0,0
Kerala,1991,1991.06,1996.06,KOLLENGODE,GEN,CPM,T CHATHU,0.4843351173322355,0.012402223137093438,1,0,0,0
Kerala,1991,1991.06,1996.06,KOLLENGODE,GEN,INC,A RAMASWAMY,0.47193289419514206,-0.012402223137093438,0,1,0,0
Kerala,1991,1991.06,1996.06,COYALMANNAM,SC,CPM,M NARYANNAN,0.5234003599255183,0.08028627601918209,1,1,0,0
Kerala,1991,1991.06,1996.06,COYALMANNAM,SC,INC,M AYYAPPAN MASTER,0.44311408390633616,-0.08028627601918209,0,0,0,0
Kerala,1991,1991.06,1996.06,ALATHUR,GEN,INC,A V GOPINATHAN,0.48865027041964393,0.0033358335636177183,1,0,0,0
Kerala,1991,1991.06,1996.06,ALATHUR,GEN,CPM,V SUKUMARAN MASTER,0.4853144368560262,-0.0033358335636177183,0,1,0,0
Kerala,1991,1991.06,1996.06,CHELAKARA,SC,INC,M P THAMI,0.5021909775858264,0.045826634301146474,1,0,0,0
Kerala,1991,1991.06,1996.06,CHELAKARA,SC,CPM,C KUTTAPPAN,0.45636434328467995,-0.045826634301146474,0,1,0,0
Kerala,1991,1991.06,1996.06,WADAKKANCHERRY,GEN,INC,K S NARAYANAN NAMBOODIRI,0.5061927734567293,0.07522890617308253,1,1,0,0
Kerala,1991,1991.06,1996.06,WADAKKANCHERRY,GEN,KEC,K MOHANDAS,0.4309638672836468,-0.07522890617308253,0,0,0,1
Kerala,1991,1991.06,1996.06,KUNNAMKULAM,GEN,INC,T V CHANDRAMOHAN,0.4866021517200931,0.02524697127985187,1,0,0,1
Kerala,1991,1991.06,1996.06,KUNNAMKULAM,GEN,CPM,K P ARAVINDHAKSHAN,0.4613551804402412,-0.02524697127985187,0,1,0,0
Kerala,1991,1991.06,1996.06,CHERPU,GEN,CPI,V V RAGHAVAN,0.5002266277786537,0.04392637553208267,1,1,0,0
Kerala,1991,1991.06,1996.06,CHERPU,GEN,INC,M K ABDUL SALAM,0.456300252246571,-0.04392637553208267,0,0,0,1
Kerala,1991,1991.06,1996.06,TRICHUR,GEN,INC,THERAMBIL RAMAKRISHNAN,0.5143006323606196,0.07049757305022147,1,1,1,1
Kerala,1991,1991.06,1996.06,TRICHUR,GEN,CPM,E K MENON,0.44380305931039815,-0.07049757305022147,0,0,0,0
Kerala,1991,1991.06,1996.06,OLLUR,GEN,INC,P P GEORGE,0.5027477059043122,0.04549992620695048,1,0,0,1
Kerala,1991,1991.06,1996.06,OLLUR,GEN,CPI,A M PARAMAN,0.4572477796973617,-0.04549992620695048,0,1,0,0
Kerala,1991,1991.06,1996.06,KODAKARA,GEN,INC,K P VISWANATHAN,0.4728117401054036,0.015242835110560238,1,1,1,1
Kerala,1991,1991.06,1996.06,KODAKARA,GEN,CPM,P R RAJAN,0.4575689049948434,-0.015242835110560238,0,0,0,1
Kerala,1991,1991.06,1996.06,CHALAKUDI,GEN,INC,ROSAMMA CHACKO,0.511378433682644,0.06965544325251649,1,1,0,0
Kerala,1991,1991.06,1996.06,CHALAKUDI,GEN,JD,JOSE PAINADATH,0.4417229904301275,-0.06965544325251649,0,0,0,0
Kerala,1991,1991.06,1996.06,MALA,GEN,INC,K KARUNAKARAN,0.4938326631461654,0.023971706797151326,1,0,0,0
Kerala,1991,1991.06,1996.06,MALA,GEN,CPI,V K RAJAN,0.4698609563490141,-0.023971706797151326,0,1,1,1
Kerala,1991,1991.06,1996.06,IRINJALAKUDA,GEN,IND,LONAPPAN NAMBADAN,0.5200105267261882,0.09185543296034937,1,1,1,1
Kerala,1991,1991.06,1996.06,IRINJALAKUDA,GEN,KCM,A L SEBASTIAN,0.4281550937658388,-0.09185543296034937,0,0,0,0
Kerala,1991,1991.06,1996.06,MANALUR,GEN,INC,V M SUDHEERAN,0.4964224724930287,0.05961825295605366,1,1,0,0
Kerala,1991,1991.06,1996.06,MANALUR,GEN,CPM,K F DAVIS,0.436804219536975,-0.05961825295605366,0,0,0,0
Kerala,1991,1991.06,1996.06,GURUVAYOOR,GEN,MUL,P M ABUBACKER,0.47436978727392,0.06648861400056227,1,0,0,0
Kerala,1991,1991.06,1996.06,GURUVAYOOR,GEN,IND,K K KAMMU,0.4078811732733577,-0.06648861400056227,0,1,0,0
Kerala,1991,1991.06,1996.06,NATTIKA,GEN,CPI,KRISHNAN KANIYAMPARABIL,0.4781549768197065,0.012455401969790891,1,1,0,0
Kerala,1991,1991.06,1996.06,NATTIKA,GEN,INC,RAGHVAN POZHAKADAVIL,0.4656995748499156,-0.012455401969790891,0,0,0,0
Kerala,1991,1991.06,1996.06,KODUNGALLUR,GEN,CPI,MEENAKSHY THAMPAN,0.5135923261390888,0.10732853717026386,1,1,0,0
Kerala,1991,1991.06,1996.06,KODUNGALLUR,GEN,MUL,T A AHAMMED KABEER,0.4062637889688249,-0.10732853717026386,0,0,0,0
Kerala,1991,1991.06,1996.06,ANKAMALI,GEN,INC,P J JOY,0.499285448762959,0.06276485894841188,1,1,1,1
Kerala,1991,1991.06,1996.06,ANKAMALI,GEN,KEC,M V MANI,0.4365205898145471,-0.06276485894841188,0,0,0,0
Kerala,1991,1991.06,1996.06,VADAKKEKARA,GEN,CPM,S SARMA,0.48505772422583515,0.007308372992948398,1,1,1,1
Kerala,1991,1991.06,1996.06,VADAKKEKARA,GEN,INC,M I SHANAVAS,0.47774935123288675,-0.007308372992948398,0,0,0,0
Kerala,1991,1991.06,1996.06,PARUR,GEN,CPI,P RAJU,0.48258629286941107,0.03138123995789244,1,1,1,1
Kerala,1991,1991.06,1996.06,PARUR,GEN,IND,KARTHAV,0.45120505291151863,-0.03138123995789244,0,0,0,0
Kerala,1991,1991.06,1996.06,NARAKAL,SC,INC,K KUNJAMBU,0.5012300562457255,0.03620754774761903,1,1,0,0
Kerala,1991,1991.06,1996.06,NARAKAL,SC,ICS(SCS),V K BABU,0.46502250849810645,-0.03620754774761903,0,0,0,1
Kerala,1991,1991.06,1996.06,ERNAKULAM,GEN,INC,GEORGE EDEN,0.5217646323522341,0.10405869287204683,1,1,1,1
Kerala,1991,1991.06,1996.06,ERNAKULAM,GEN,IND,EVEREST CHAMMANY,0.4177059394801873,-0.10405869287204683,0,0,0,0
Kerala,1991,1991.06,1996.06,MATTANCHERRY,GEN,MUL,M J ZAKARIA,0.5206092498572553,0.13796083393774788,1,0,0,0
Kerala,1991,1991.06,1996.06,MATTANCHERRY,GEN,IND,JERSON KALAPPURAKKAL,0.38264841591950743,-0.13796083393774788,0,1,0,0
Kerala,1991,1991.06,1996.06,PALLURUTHY,GEN,INC,DOMINIC PRESENTATION,0.5198087135815089,0.0647497595924767,1,1,1,1
Kerala,1991,1991.06,1996.06,PALLURUTHY,GEN,ICS(SCS),T P PEETHABARAN MASTER,0.45505895398903223,-0.0647497595924767,0,0,0,0
Kerala,1991,1991.06,1996.06,THRIPPUNITHURA,GEN,INC,K BABU,0.500090018864823,0.03871593960125558,1,1,1,1
Kerala,1991,1991.06,1996.06,THRIPPUNITHURA,GEN,CPM,M M LAWRANCE,0.4613740792635674,-0.03871593960125558,0,0,0,0
Kerala,1991,1991.06,1996.06,ALWAYE,GEN,INC,K MOHAMED ALI,0.4978576693900117,0.0658133177713619,1,1,0,0
Kerala,1991,1991.06,1996.06,ALWAYE,GEN,CPM,T O KHATHIR PILLAI,0.4320443516186498,-0.0658133177713619,0,0,0,0
Kerala,1991,1991.06,1996.06,PERUMBAVOOR,GEN,INC,P P THANKACHAN,0.48582164143190315,0.030642653537185816,1,1,1,1
Kerala,1991,1991.06,1996.06,PERUMBAVOOR,GEN,JD,ALUMKAL DEVASSY,0.45517898789471734,-0.030642653537185816,0,0,0,0
Kerala,1991,1991.06,1996.06,KUNNATHUNAD,GEN,INC,T H MUSTHAFA,0.49838739771303675,0.0663521425842507,1,0,0,0
Kerala,1991,1991.06,1996.06,KUNNATHUNAD,GEN,IND,RUKHIYA BEEVI ALI,0.43203525512878604,-0.0663521425842507,0,0,0,0
Kerala,1991,1991.06,1996.06,PIRAVOM,GEN,KCM,T M JACOB,0.4987427277704063,0.027344511148432338,1,0,1,1
Kerala,1991,1991.06,1996.06,PIRAVOM,GEN,CPM,GOPI KOTTAMURICKAL,0.47139821662197395,-0.027344511148432338,0,0,0,0
Kerala,1991,1991.06,1996.06,MUVATTUPUZHA,GEN,KCM,JOHNY NELLOOR,0.4958964978979727,0.03618934525918621,1,0,1,1
Kerala,1991,1991.06,1996.06,MUVATTUPUZHA,GEN,IND,A V ISSAC,0.4597071526387865,-0.03618934525918621,0,0,0,0
Kerala,1991,1991.06,1996.06,KOTHAMANGALAM,GEN,INC,V J FAULOSE,0.491676147136898,0.06989002654531667,1,1,0,0
Kerala,1991,1991.06,1996.06,KOTHAMANGALAM,GEN,IND,T M PAILY,0.4217861205915813,-0.06989002654531667,0,0,0,0
Kerala,1991,1991.06,1996.06,THODUPUZHA,GEN,INC,P T THOMAS,0.48064170753609176,0.009428749050217622,1,0,0,1
Kerala,1991,1991.06,1996.06,THODUPUZHA,GEN,KEC,P C JOSEPH,0.47121295848587413,-0.009428749050217622,0,1,0,0
Kerala,1991,1991.06,1996.06,DEVICOLAM,SC,INC,K MONI ALIAS A K MONI,0.5271722537705319,0.07064785980338284,1,1,0,0
Kerala,1991,1991.06,1996.06,DEVICOLAM,SC,CPM,S SUNDRAMANICKAM,0.45652439396714906,-0.07064785980338284,0,0,0,0
Kerala,1991,1991.06,1996.06,IDUKKI,GEN,KCM,MATHEW STEPHEN,0.4971857765837693,0.034792315041669464,1,0,0,0
Kerala,1991,1991.06,1996.06,IDUKKI,GEN,KEC,JOHNY POOMATTOM,0.4623934615420998,-0.034792315041669464,0,0,0,0
Kerala,1991,1991.06,1996.06,UDUMBANCHOLA,GEN,INC,E M AUGUSTHY,0.49160033187930763,0.027716851089697736,1,1,1,1
Kerala,1991,1991.06,1996.06,UDUMBANCHOLA,GEN,CPM,M JINADEVAN,0.4638834807896099,-0.027716851089697736,0,0,0,0
Kerala,1991,1991.06,1996.06,PEERMADE,GEN,INC,K K THOMAS,0.5099169867156985,0.05484534287859166,1,0,0,0
Kerala,1991,1991.06,1996.06,PEERMADE,GEN,CPI,C A KURIAN,0.45507164383710685,-0.05484534287859166,0,1,1,1
Kerala,1991,1991.06,1996.06,KANJIRAPPALLY,GEN,INC,GEOGE J MATHEW,0.4566567004062658,0.011502587585549229,1,1,0,0
Kerala,1991,1991.06,1996.06,KANJIRAPPALLY,GEN,CPM,K J THOMAS,0.4451541128207166,-0.011502587585549229,0,0,0,1
Kerala,1991,1991.06,1996.06,VAZHOOR,GEN,KCM,K NARAYANA KARUP,0.4870469813737165,0.028647179095423192,1,0,0,0
Kerala,1991,1991.06,1996.06,VAZHOOR,GEN,CPI,KANAM RAJENDRAN,0.4583998022782933,-0.028647179095423192,0,0,0,1
Kerala,1991,1991.06,1996.06,CHANGANACHERRY,GEN,KCM,C F THOMAS,0.5345547863451898,0.11714211824620041,1,0,1,1
Kerala,1991,1991.06,1996.06,CHANGANACHERRY,GEN,CPM,M T JOSEPH,0.4174126680989894,-0.11714211824620041,0,0,0,0
Kerala,1991,1991.06,1996.06,KOTTAYAM,GEN,CPM,T K RAMAKRISHNAN,0.4942891548679025,0.024467231061158945,1,1,1,1
Kerala,1991,1991.06,1996.06,KOTTAYAM,GEN,INC,CHERIAN PHILIP,0.46982192380674354,-0.024467231061158945,0,0,0,0
Kerala,1991,1991.06,1996.06,ETTUMANOOR,GEN,KCM,THOMAS CHAZIHIKADAN,0.4945058256327842,0.008899156287665688,1,0,0,0
Kerala,1991,1991.06,1996.06,ETTUMANOOR,GEN,CPM,VAIKOM VISWAN,0.48560666934511854,-0.008899156287665688,0,0,0,1
Kerala,1991,1991.06,1996.06,PUTHUPPALLY,GEN,INC,COMMEN CHANDY,0.5313662215745095,0.130698110172138,1,1,0,0
Kerala,1991,1991.06,1996.06,PUTHUPPALLY,GEN,CPM,VASAVAN,0.4006681114023715,-0.130698110172138,0,0,0,0
Kerala,1991,1991.06,1996.06,POONJAR,GEN,KCM,JOY ABRAHAM,0.5382466800607635,0.12762777478316267,1,0,0,1
Kerala,1991,1991.06,1996.06,POONJAR,GEN,JD,N M JOSEPH,0.4106189052776008,-0.12762777478316267,0,0,0,0
Kerala,1991,1991.06,1996.06,PALAI,GEN,KCM,K M MANI,0.5682719362092753,0.18781979554812006,1,0,1,1
Kerala,1991,1991.06,1996.06,PALAI,GEN,IND,GEORGE C KAPPAN,0.38045214066115524,-0.18781979554812006,0,0,0,0
Kerala,1991,1991.06,1996.06,KADUTHURUTHY,GEN,KCM,P M MATHEW,0.5377644795896559,0.14674075657191704,1,0,0,1
Kerala,1991,1991.06,1996.06,KADUTHURUTHY,GEN,KEC,E J LUKOSE,0.39102372301773886,-0.14674075657191704,0,1,0,0
Kerala,1991,1991.06,1996.06,VAIKOM,SC,INC,K K BALAKRISHNAN,0.4873293597385118,0.009978850221111335,1,0,0,1
Kerala,1991,1991.06,1996.06,VAIKOM,SC,CPI,K P SREEDHARAN,0.4773505095174005,-0.009978850221111335,0,1,0,0
Kerala,1991,1991.06,1996.06,AROOR,GEN,CPM,K R GOURI AMMA,0.4993561564761778,0.03212113138848188,1,0,0,0
Kerala,1991,1991.06,1996.06,AROOR,GEN,INC,P J FRANCIS,0.46723502508769593,-0.03212113138848188,0,0,0,0
Kerala,1991,1991.06,1996.06,SHERTHALAI,GEN,CPI,C K CHANDRAPPAN,0.4902516632918716,0.00955549127374411,1,0,0,1
Kerala,1991,1991.06,1996.06,SHERTHALAI,GEN,INC,VAYALAR RAVI,0.4806961720181275,-0.00955549127374411,0,1,0,0
Kerala,1991,1991.06,1996.06,MARARIKULAM,GEN,CPM,V S ACHUTHANANDAN,0.5274266274067022,0.07364933176883848,1,0,0,1
Kerala,1991,1991.06,1996.06,MARARIKULAM,GEN,INC,D SUGATHAN,0.45377729563786373,-0.07364933176883848,0,1,0,0
Kerala,1991,1991.06,1996.06,ALLEPPEY,GEN,NDP,K P RAMACHANDRAN NAIR,0.48321234638468136,0.008573878250928868,1,0,0,0
Kerala,1991,1991.06,1996.06,ALLEPPEY,GEN,CPI,P S SOMASEKHARA,0.4746384681337525,-0.008573878250928868,0,0,0,0
Kerala,1991,1991.06,1996.06,AMBALAPUZHA,GEN,CPM,C K SADASIVAN,0.4910809901171863,0.015635039623045632,1,1,0,0
Kerala,1991,1991.06,1996.06,AMBALAPUZHA,GEN,INC,V DINAKARAN,0.4754459504941407,-0.015635039623045632,0,0,0,0
Kerala,1991,1991.06,1996.06,KUTTANAD,GEN,KEC,K C JOSEPH,0.5285274511619295,0.1041107304879178,1,1,1,1
Kerala,1991,1991.06,1996.06,KUTTANAD,GEN,KCM,P D LUKE,0.42441672067401165,-0.1041107304879178,0,0,0,0
Kerala,1991,1991.06,1996.06,HARIPAD,GEN,INC,K K SREENIVASAN,0.4910272478299216,0.004781135403611414,1,0,0,0
Kerala,1991,1991.06,1996.06,HARIPAD,GEN,RSP,A V THAMARAKSHAN,0.48624611242631016,-0.004781135403611414,0,1,1,1
Kerala,1991,1991.06,1996.06,KAYAMKULAM,GEN,INC,THACHADY PRABHAKARAN,0.48328053502287927,0.00034163612646748165,1,0,0,0
Kerala,1991,1991.06,1996.06,KAYAMKULAM,GEN,CPM,M R GOPALAKRISHNAN,0.4829388988964118,-0.00034163612646748165,0,1,0,0
Kerala,1991,1991.06,1996.06,THIRUVALLA,GEN,KCM,MAMMEN MATHAI,0.4665781492039937,0.024641699535283335,1,0,0,0
Kerala,1991,1991.06,1996.06,THIRUVALLA,GEN,JD,MATHEW T THOMAS,0.4419364496687104,-0.024641699535283335,0,0,0,0
Kerala,1991,1991.06,1996.06,KALLOOPPARA,GEN,IND,JOSEPH M PUTHUSSERY,0.4727771197380854,0.06968418530989229,1,0,0,0
Kerala,1991,1991.06,1996.06,KALLOOPPARA,GEN,KEC,T S JOHN,0.4030929344281931,-0.06968418530989229,0,1,1,1
Kerala,1991,1991.06,1996.06,ARANMULA,GEN,NDP,R RAMACHANDRAN NAIR,0.49382293736103255,0.07112502795795128,1,0,0,0
Kerala,1991,1991.06,1996.06,ARANMULA,GEN,ICS(SCS),C A MATHEW,0.4226979094030813,-0.07112502795795128,0,0,0,0
Kerala,1991,1991.06,1996.06,CHENGANNUR,GEN,INC,SOBHANA GEORGE,0.4694618608941352,0.04024659357595711,1,1,1,1
Kerala,1991,1991.06,1996.06,CHENGANNUR,GEN,ICS(SCS),MAMMEN IYPE,0.4292152673181781,-0.04024659357595711,0,0,0,1
Kerala,1991,1991.06,1996.06,MAVELIKARA,GEN,INC,M MURALI,0.5145014271245741,0.06107479360402662,1,1,1,1
Kerala,1991,1991.06,1996.06,MAVELIKARA,GEN,CPM,S GOVINDA KURUP,0.4534266335205475,-0.06107479360402662,0,0,0,0
Kerala,1991,1991.06,1996.06,PANDALAM,SC,CPM,V KISAVAN,0.48879172996405945,0.01443180555040946,1,1,0,0
Kerala,1991,1991.06,1996.06,PANDALAM,SC,INC,M A KUTTAPPAN,0.47435992441365,-0.01443180555040946,0,0,0,0
Kerala,1991,1991.06,1996.06,RANNI,GEN,INC,M C CHERIYAN MOOZHICKAL,0.4762335688512988,0.02597658742589304,1,0,0,0
Kerala,1991,1991.06,1996.06,RANNI,GEN,CPM,IDICULLA MAPPILA,0.45025698142540577,-0.02597658742589304,0,1,0,0
Kerala,1991,1991.06,1996.06,PATHANAMTHITTA,GEN,IND,K K NAIR,0.5747724790680743,0.2119645674068681,1,0,1,1
Kerala,1991,1991.06,1996.06,PATHANAMTHITTA,GEN,KEC,EAPEN VARUGHESE,0.3628079116612062,-0.2119645674068681,0,0,0,0
