state,year,ekey,next_ekey,ac,AC_TYPE,party,cand,share,margin,won,party_wins_next,cand_wins_next,ran_again
Andhra Pradesh,1955,1955.06,1957.06,ATMAKUR,GEN,INC,BEZWADA GOPALA REDDI,0.5936499656178124,0.33426599957318665,1,1,0,0
Andhra Pradesh,1955,1955.06,1957.06,ATMAKUR,GEN,IND,GANGA CHINNA KONDAIAH,0.2593839660446257,-0.33426599957318665,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,KALWAKURTHY,SC,INC,DR NAGANNA SC,0.24078857919782462,0.026172671651937457,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,KALWAKURTHY,SC,INC,SANTA BAI,0.21461590754588716,-0.026172671651937457,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,KOLLAPUR,GEN,INC,M NARSING RAO,0.6589988770544799,0.31799775410895975,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,KOLLAPUR,GEN,PDF,GOPAL RAO,0.34100112294552015,-0.31799775410895975,0,0,0,1
Andhra Pradesh,1957,1957.06,1962.06,ALAMPUR,GEN,INC,JAYALAXMI DEVAMMA,0.5014655042837818,0.002931008567563509,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,ALAMPUR,GEN,IND,JANARDHANA REDDY,0.4985344957162183,-0.002931008567563509,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,ATMAKUR,GEN,INC,MURLIDHAR REDDI,0.6586242552562903,0.31724851051258063,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,ATMAKUR,GEN,PSP,P RADHA KRISHNA,0.3413757447437097,-0.31724851051258063,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MAKTHAL,SC,IND,BANNAPPA,0.24666192436416218,0.044756451669329345,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MAKTHAL,SC,INC,BASAPPA SC,0.20190547269483283,-0.044756451669329345,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,KODANGAL,GEN,INC,ACHUTA REDDY,0.4715632754342432,0.1338461538461539,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,KODANGAL,GEN,PDF,VITTAL RAO,0.3377171215880893,-0.1338461538461539,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MAHBUBNAGAR,GEN,PP,EGURU CHINNAPPA,0.3996925441967717,0.07338246597639825,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MAHBUBNAGAR,GEN,PSP,M RAMREDDI,0.32631007822037345,-0.07338246597639825,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,SHADNAGAR,GEN,INC,SHAHJAHAN BEGUM,0.4615348988004261,0.15853827983882174,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,SHADNAGAR,GEN,IND,L LAXMAREDDY,0.30299661896160435,-0.15853827983882174,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,NAGARKURNOOL,SC,INC,JANARDHAN REDDY,0.49535999407264714,0.12473373219478767,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,NAGARKURNOOL,SC,IND,BALASWAMI GUPTA,0.37062626187785946,-0.12473373219478767,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MUSHEERABAD,GEN,INC,K SEETHIAH GUPTA,0.693998528839081,0.38799705767816195,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,MUSHEERABAD,GEN,PSP,K SOMAYAJULU,0.306001471160919,-0.38799705767816195,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,SULTAN BAZAR,GEN,INC,VASUDEV KRISHNAJI NAIK,0.733025620442839,0.5966954311325172,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,SULTAN BAZAR,GEN,IND,RAMASWAMI,0.13633018931032176,-0.5966954311325172,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,ASAFNAGAR,GEN,INC,V B RAJU,0.5199941622883829,0.17556917688266194,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,ASAFNAGAR,GEN,IND,V RAMACHANDAR RAO,0.344424985405721,-0.17556917688266194,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,HIGH COURT,GEN,INC,GOPAL RAO EKBOTE,0.6655619162398313,0.4877372702621272,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,HIGH COURT,GEN,IND,DR N M JAISOORYA,0.17782464597770412,-0.4877372702621272,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MALAKPET,GEN,INC,MIR AHMED ALI KHAN,0.4812034778257334,0.23831863389003566,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,MALAKPET,GEN,PDF,KHATIJA ALAM,0.24288484393569776,-0.23831863389003566,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,YAKUTPURA,GEN,INC,SHABUDDIN AHMED KHAN,0.5794049801857218,0.36014668480511025,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,YAKUTPURA,GEN,PDF,KHURSHID HASAN,0.2192582953806116,-0.36014668480511025,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,PATHERGATTI,GEN,INC,MASOOMA BEGUM,0.4158110306906806,0.028839140436514643,1,0,0,1
Andhra Pradesh,1957,1957.06,1962.06,PATHERGATTI,GEN,PDF,AKTHAR HASAN,0.38697189025416595,-0.028839140436514643,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,SECUNDERABAD CANTONMENT,GEN,INC,B V GURUMURTHY,0.6989264413518886,0.39785288270377733,1,1,1,1
Andhra Pradesh,1957,1957.06,1962.06,SECUNDERABAD CANTONMENT,GEN,PSP,P JAGANNATHAM,0.3010735586481113,-0.39785288270377733,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,JUBILEE HILLS,SC,INC,NAWAB MEHDI NAWAZ JUNG,0.3539587017283669,0.0571986766299698,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,JUBILEE HILLS,SC,INC,SUMITRA DEVI SC,0.2967600250983971,-0.0571986766299698,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,IBRAHIMPATNAM,GEN,INC,M N LAXMI NARSIAH,0.4636822194199243,0.12215216477511559,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,IBRAHIMPATNAM,GEN,PDF,HANUMANTHA REDDY,0.34153005464480873,-0.12215216477511559,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,PARGI,GEN,IND,JAGAN MOHAN REDDY,0.5116724071947952,0.21632223497895137,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,PARGI,GEN,INC,S VENKATSWAMY,0.29535017221584386,-0.21632223497895137,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,ZAHIRABAD,GEN,INC,M BAGA REDDY,0.7340339144972534,0.46806782899450683,1,1,1,1
Andhra Pradesh,1957,1957.06,1962.06,ZAHIRABAD,GEN,IND,NARENDRA DUTT,0.2659660855027466,-0.46806782899450683,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,NARAYANKHED,GEN,INC,APPA RAO SHETKAR,0.7190212217929335,0.438042443585867,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,NARAYANKHED,GEN,IND,BABU SHIVLINGAPPA,0.28097877820706646,-0.438042443585867,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,ANDOLE,GEN,IND,BASWA MANIAH,0.5902867060941116,0.1805734121882232,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,ANDOLE,GEN,INC,MD RUKNUDDIN,0.4097132939058884,-0.1805734121882232,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,SANGAREDDY,SC,IND,KISHTAMACHARI,0.27541288671784137,0.02967467517362843,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,SANGAREDDY,SC,INC,G RAMREDDY,0.24573821154421294,-0.02967467517362843,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,NARSAPUR,GEN,INC,GUNDAM VEERIAH,0.43917867883438766,0.06284351342943068,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,NARSAPUR,GEN,PDF,VITTAL REDDY,0.376335165404957,-0.06284351342943068,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MEDAK,GEN,INC,VENKATESWAR RAO,0.4010934771053231,0.07646746146252564,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MEDAK,GEN,IND,SOMALINGAM,0.32462601564279747,-0.07646746146252564,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,GAJWEL,SC,INC,J B MUTHYAL RAO SC,0.2650895015883686,0.0247416868149144,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,GAJWEL,SC,INC,R NARSIMHA REDDY,0.24034781477345418,-0.0247416868149144,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,DOMMAT,GEN,PDF,ANANTHA REDDY,0.3555048947297841,0.09936971972643155,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,DOMMAT,GEN,INC,KAMALA,0.25613517500335253,-0.09936971972643155,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,SIDDIPET,GEN,INC,P V RAJESWAR RAO,0.5186332546084716,0.11207557586725153,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,SIDDIPET,GEN,PDF,A GURUVA REDDY,0.4065576787412201,-0.11207557586725153,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,KAMAREDDY,SC,INC,T N SADA LAXMI SC,0.24243669845445578,0.023419516606379503,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,KAMAREDDY,SC,INC,VENKATRAMA REDDY,0.21901718184807628,-0.023419516606379503,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,JUKKAL,GEN,IND,MADHAV RAO,0.5179830747531735,0.03596614950634702,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,JUKKAL,GEN,INC,S L SHASTRI,0.4820169252468265,-0.03596614950634702,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,BODHAN,GEN,IND,SRINIVASA RAO,0.36478105033504754,0.059030699703911504,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,BODHAN,GEN,INC,DR VENKATESWAR REDDY,0.30575035063113604,-0.059030699703911504,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,NIZAMABAD,GEN,INC,DAWAR HUSSAIN MOHAMMED,0.5096611964002118,0.26830774660314105,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,NIZAMABAD,GEN,IND,K ANANTHA REDDY,0.24135344979707077,-0.26830774660314105,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,BALKONDA,GEN,INC,RANGA REDDY,0.5683207734963742,0.35066116877577136,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,BALKONDA,GEN,PDF,RAJA GOWD,0.21765960472060286,-0.35066116877577136,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MUDHOLE,GEN,IND,GOPIDI GANGA REDDY,0.518448825983801,0.036897651967602085,1,0,1,1
Andhra Pradesh,1957,1957.06,1962.06,MUDHOLE,GEN,INC,RANGA RAO SAHEB KHANDE RAO SAHEB,0.48155117401619896,-0.036897651967602085,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,NIRMAL,GEN,IND,MUTHIAM REDDY,0.41216568252865576,0.03443035776311215,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,NIRMAL,GEN,INC,R DESHPANDE,0.3777353247655436,-0.03443035776311215,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,ADILABAD,GEN,PDF,RANGNATH RAO,0.50567766783983,0.011355335679660017,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,ADILABAD,GEN,INC,BHOJA REDDY,0.49432233216017,-0.011355335679660017,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,ASIFABAD,ST,INC,G NARAYAN REDDY,0.26920867705468987,0.016144210204705134,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,ASIFABAD,ST,INC,KASHI RAM ST,0.25306446684998474,-0.016144210204705134,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,LUXETTIPET,GEN,INC,G V PITAMBAR RAO,0.5789079542864585,0.157815908572917,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,LUXETTIPET,GEN,PSP,BAPU RAO,0.4210920457135415,-0.157815908572917,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,SIRPUR,SC,INC,VENKATA SWAMY SC,0.30088877484370624,0.013191658113277938,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,SIRPUR,SC,PSP,K RAJA MALLU SC,0.2876971167304283,-0.013191658113277938,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MANTHANI,GEN,INC,P V NARSIMHA RAO,0.6674055345824819,0.3348110691649638,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,MANTHANI,GEN,PDF,NAMBIAH,0.3325944654175181,-0.3348110691649638,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,SULTANABAD,SC,INC,B RAJA RAM SC,0.30994359112109593,0.06856975409635904,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,SULTANABAD,SC,INC,P RAMACHENDAR RAO,0.2413738370247369,-0.06856975409635904,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MAIDARAM,GEN,PDF,G LAXMA REDDY,0.5459647247461251,0.09192944949225018,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MAIDARAM,GEN,INC,Y HANMANTH RAO,0.45403527525387494,-0.09192944949225018,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,JAGTIAL,GEN,INC,D HANUMANTH RAO,0.513141374403616,0.2076253452749644,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,JAGTIAL,GEN,PSP,SATYANARAYANA RAO LINGALA,0.30551602912865156,-0.2076253452749644,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,BUGGARAM,GEN,IND,MOHAN REDDY,0.3781758756783424,0.013844351258016752,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,BUGGARAM,GEN,INC,LAXMINARASIMHA RAO,0.3643315244203256,-0.013844351258016752,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,METPALLI,GEN,PDF,J ANAND RAO,0.31404135467472694,0.08267500171738681,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,METPALLI,GEN,IND,G BHUMAIAH,0.23136635295734012,-0.08267500171738681,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,SIRCILLA,SC,PDF,K NARSIAH SC,0.19770281456953642,7.243377483442948e-05,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,SIRCILLA,SC,PDF,AMRITLAL SHUKLA,0.197630380794702,-7.243377483442948e-05,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,CHOPPADANDI,GEN,PDF,CH RAJESWAR RAO,0.3706850770047796,0.04142326075411579,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,CHOPPADANDI,GEN,INC,B RAMULU,0.3292618162506638,-0.04142326075411579,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,KARIMNAGAR,GEN,INC,J CHOKKA RAO,0.4224646122348124,0.10875781001800278,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,KARIMNAGAR,GEN,PDF,CH VENKAT RAMA RAO,0.31370680221680963,-0.10875781001800278,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,INDURTHI,GEN,PDF,P CHOKKA RAO,0.4390852937311079,0.03499145748455773,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,INDURTHI,GEN,INC,B LAXMIKANTH RAO,0.40409383624655015,-0.03499145748455773,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,HUZURABAD,SC,IND,P NARSING RAO,0.20524430627829965,0.04158782185578158,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,HUZURABAD,SC,IND,G RAMULU SC,0.16365648442251807,-0.04158782185578158,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,WARANGAL,GEN,INC,MIRZA SHUKOOR BAIG,0.566205620650163,0.132411241300326,1,0,0,1
Andhra Pradesh,1957,1957.06,1962.06,WARANGAL,GEN,PSP,A SATYA NARAYAN,0.433794379349837,-0.132411241300326,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,DHAMASAGAR,GEN,INC,T HYAGREEVA CHARI,0.6157087158847944,0.23141743176958873,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,DHAMASAGAR,GEN,PSP,PARPATI UMA REDDY,0.38429128411520563,-0.23141743176958873,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,GHANPUR STATION,GEN,INC,B KESHAV REDDY,0.5983359886705611,0.1966719773411223,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,GHANPUR STATION,GEN,PDF,C RAMA KRISHNA REDDY,0.40166401132943885,-0.1966719773411223,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,WARDHANNAPET,GEN,INC,E VENKATARAMNARSAIAH,0.5044943383011012,0.228569205027433,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,WARDHANNAPET,GEN,IND,KAKKERALA KASINADHAM,0.27592513327366824,-0.228569205027433,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,JANGAON,SC,PDF,G GOPAL REDDY,0.22515648598391927,0.007935607217997853,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,JANGAON,SC,INC,G RAMA LINGAM SC,0.21722087876592142,-0.007935607217997853,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,CHANNUR,GEN,PDF,S VENKATA KRISHNA PRASAD RAO,0.5119804255065199,0.02396085101303974,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,CHANNUR,GEN,INC,N YETHI RAJA RAO,0.48801957449348016,-0.02396085101303974,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,DORNAKAL,GEN,INC,N RAMACHANDRA REDDY,0.5857779300891022,0.30424948594928036,1,1,1,1
Andhra Pradesh,1957,1957.06,1962.06,DORNAKAL,GEN,PDF,T SATYANARAYAN RAO,0.2815284441398218,-0.30424948594928036,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,CHILLAMCHERLA,GEN,INC,M S RAJALINGAM,0.5030936391760357,0.006187278352071279,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,CHILLAMCHERLA,GEN,PDF,K GOPAL RAO,0.4969063608239644,-0.006187278352071279,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,NARSAMPET,GEN,INC,K KANAKA RATHNAMMA,0.474718167256022,0.08127058965756945,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,NARSAMPET,GEN,PDF,A VENKATESWARA RAO,0.39344757759845256,-0.08127058965756945,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,PARKAL,SC,INC,MANDA SAILU SC,0.22336214290426865,0.015284467022937676,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,PARKAL,SC,INC,K KESHAV REDDY,0.20807767588133097,-0.015284467022937676,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,MULUG,GEN,PDF,S RAJESWAR RAO,0.5029274207517755,0.005854841503551034,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MULUG,GEN,INC,B RANGANAYAKULU,0.4970725792482245,-0.005854841503551034,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,YELLANDA,ST,PDF,K L NARSIMHARAO,0.26397409679618267,0.03880611549323204,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,YELLANDA,ST,INC,T VENKATA PAPAYYA,0.22516798130295063,-0.03880611549323204,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,PALWANCHA,GEN,INC,K SUDERSANA RAO,0.4405660721450195,0.048984206878943726,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,PALWANCHA,GEN,PDF,P SATYA NARAYANA,0.3915818652660758,-0.048984206878943726,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,VEMSOOR,GEN,INC,J KONDAL RAO,0.5679177117610511,0.17803806061163902,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,VEMSOOR,GEN,PDF,V NAGESWARA RAO,0.3898796511494121,-0.17803806061163902,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MADHIRA,GEN,INC,B SATYANARAYAN RAO,0.49903256252949507,0.061420481359131696,1,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,MADHIRA,GEN,PDF,N PRASADA RAO,0.4376120811703634,-0.061420481359131696,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,KHAMMAM,SC,PDF,N PEDDANNA SC,0.25314063553642635,0.03561468210691063,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,KHAMMAM,SC,INC,T LAXMIKANTAMMA,0.21752595342951572,-0.03561468210691063,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,SURYAPET,SC,PDF,B NARSIMHA REDDY,0.29197305460102013,0.03704633661661633,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,SURYAPET,SC,PDF,UPPALA MALSOOR SC,0.2549267179844038,-0.03704633661661633,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,RAMANNAPET,GEN,PDF,K RAMACHANDRA REDDY,0.5210151469555623,0.042030293911124506,1,0,1,1
Andhra Pradesh,1957,1957.06,1962.06,RAMANNAPET,GEN,INC,K VENKAT REDDY,0.4789848530444378,-0.042030293911124506,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,BHONGIR,GEN,PDF,R NARAYAN REDDY,0.5720993991716735,0.22778976841859644,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,BHONGIR,GEN,INC,V RAMACHANDRA REDDY,0.3443096307530771,-0.22778976841859644,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,ALAIR,GEN,PDF,ARUTLA KAMALA DEVI,0.5185127275001563,0.12905747701544806,1,0,1,1
Andhra Pradesh,1957,1957.06,1962.06,ALAIR,GEN,INC,ANREDDY PUNNA REDDY,0.38945525048470825,-0.12905747701544806,0,0,0,1
Andhra Pradesh,1957,1957.06,1962.06,CHINNAKONDUR,GEN,INC,K LAKSHMAN BAPUJI,0.4984510627856332,0.10726006809189337,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,CHINNAKONDUR,GEN,PDF,K VENKATRAMA RAO,0.39119099469373986,-0.10726006809189337,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,NALGONDA,GEN,PDF,VENKATREDDY,0.5031729634002361,0.16835153482880755,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,NALGONDA,GEN,INC,K RAMAKRISHNAREDDY,0.33482142857142855,-0.16835153482880755,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,NAKREKAL,GEN,PDF,B DHARMA BIKSHAM,0.6076738468742683,0.21534769374853663,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,NAKREKAL,GEN,INC,K VENKATRAMA RAO,0.39232615312573166,-0.21534769374853663,0,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,HUZURNAGAR,GEN,PDF,DODDA NARSIAH,0.5792221773650922,0.15844435473018437,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,HUZURNAGAR,GEN,INC,V BHASKER RAO,0.4207778226349078,-0.15844435473018437,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,MIRYALGUDA,GEN,PDF,C VENKATAREDDY,0.587759876641676,0.1755197532833519,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,MIRYALGUDA,GEN,INC,D NARSIMHA REDDY,0.41224012335832405,-0.1755197532833519,0,1,0,0
Andhra Pradesh,1957,1957.06,1962.06,DEVARAKONDA,SC,INC,M LAXMIAH SC,0.23215580739019126,0.01197039729486496,1,0,0,0
Andhra Pradesh,1957,1957.06,1962.06,DEVARAKONDA,SC,INC,G NARAYAN REDDY,0.2201854100953263,-0.01197039729486496,0,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,ICHCHAPURAM,GEN,INC,KIRTI CHANDRA DEO,0.6337562858145246,0.26751257162904923,1,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,ICHCHAPURAM,GEN,SWA,DAKKATA PITAMBARU,0.36624371418547536,-0.26751257162904923,0,1,0,0
Andhra Pradesh,1962,1962.06,1967.06,SOMPETA,GEN,SWA,GOUTHU LATCHANNA,0.43603475886692394,0.04814785644902997,1,1,0,0
Andhra Pradesh,1962,1962.06,1967.06,SOMPETA,GEN,IND,MAJJI TULASIDASS,0.387886902417894,-0.04814785644902997,0,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,TEKKALI,GEN,SWA,RONANKI SATYANARAYANA,0.6210964242456158,0.24219284849123174,1,1,0,0
Andhra Pradesh,1962,1962.06,1967.06,TEKKALI,GEN,INC,ROKKAM LAKSHMINARASIMHAM DORA,0.3789035757543841,-0.24219284849123174,0,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,NARASANNAPETA,GEN,SWA,SIMMA JAGANNADHAM,0.5688945805291409,0.13778916105828176,1,1,0,0
Andhra Pradesh,1962,1962.06,1967.06,NARASANNAPETA,GEN,INC,PONNANA VEERANNAIDU,0.4311054194708591,-0.13778916105828176,0,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,PATHAPATNAM,GEN,INC,LUKALAPU LAKSHMANA DASU,0.48287851341085725,0.19905919476421435,1,1,0,0
Andhra Pradesh,1962,1962.06,1967.06,PATHAPATNAM,GEN,SWA,SAMPATHIRAO LAKSHMIPATHI ALIAS DABARU DORA,0.2838193186466429,-0.19905919476421435,0,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,KOTHURU,SC,INC,POTHULA GUNNAYYA,0.3942434739135093,0.023747455629753944,1,1,0,0
Andhra Pradesh,1962,1962.06,1967.06,KOTHURU,SC,CPI,BODDEPALI NARSIMHULU,0.37049601828375534,-0.023747455629753944,0,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,NAGURU,ST,INC,ADDAKULA LAXMUNAIDU,0.43914256350022024,0.10903929917290656,1,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,NAGURU,ST,CPI,BIDDIKA SRIRAMULU,0.3301032643273137,-0.10903929917290656,0,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,PARVATHIPURAM,GEN,INC,VYRICHERLA CHANDRA CHUDAMANI DEO,0.5881239201950157,0.17624784039003144,1,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,PARVATHIPURAM,GEN,IND,PARUVADA LAXMI NAIDU,0.41187607980498425,-0.17624784039003144,0,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,SALUR,GEN,IND,SREE RAJA LAKSHMI NARASIMHA SANYASI RAJU,0.4857422529043559,0.2464903016408645,1,1,0,0
Andhra Pradesh,1962,1962.06,1967.06,SALUR,GEN,INC,ALLU YERUKU NAIDU,0.2392519512634914,-0.2464903016408645,0,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,BOBBILI,GEN,INC,TENTU LAKSHMUNAIDU,0.6621855104021207,0.4730065560578448,1,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,BOBBILI,GEN,PSP,ARI GANGAYYA,0.18917895434427587,-0.4730065560578448,0,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,VUNUKURU,GEN,INC,PALAVALASA SANGAMNAIDU,0.41633838881229074,0.19014674020090605,1,0,0,0
Andhra Pradesh,1962,1962.06,1967.06,VUNUKURU,GEN,CPI,MUDILI BABU PARANKUSAM,0.2261916486113847,-0.19014674020090605,0,0,0,0
